ID,POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,RATEAREA,SFPARKAREA,STREET_NUM,STREETNAME,STREET_SEG,Location
618,561-00180,561-00180,10,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,MAIN ST,8627000,"(37.792548, -122.395946)"
619,561-00189,561-00180,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,MAIN ST,8627000,"(37.792555, -122.395954)"
620,561-00188,561-00180,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,MAIN ST,8627000,"(37.792563, -122.395963)"
621,561-00187,561-00180,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,MAIN ST,8627000,"(37.792569, -122.395972)"
622,561-00186,561-00180,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,MAIN ST,8627000,"(37.792576, -122.39598)"
623,561-00185,561-00180,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,MAIN ST,8627000,"(37.792585, -122.395991)"
624,561-00184,561-00180,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,MAIN ST,8627000,"(37.792591, -122.395999)"
625,561-00183,561-00180,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,MAIN ST,8627000,"(37.792598, -122.396007)"
626,330-05360,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,536,BRANNAN ST,3080000,"(37.777655, -122.397533)"
627,892-00030,892-00001,30,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796453, -122.394586)"
628,892-00029,892-00001,29,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796461, -122.394593)"
629,892-00028,892-00001,28,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796469, -122.394601)"
630,892-00027,892-00001,27,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796477, -122.394608)"
631,892-00026,892-00001,26,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796485, -122.394614)"
632,892-00025,892-00001,25,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796492, -122.394622)"
633,892-00024,892-00001,24,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.7965, -122.394628)"
634,892-00023,892-00001,23,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796508, -122.394635)"
635,892-00022,892-00001,22,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796514, -122.394641)"
636,892-00021,892-00001,21,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796522, -122.394648)"
637,892-00020,892-00001,20,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796436, -122.394614)"
638,892-00019,892-00001,19,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796446, -122.394621)"
639,892-00018,892-00001,18,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796453, -122.394629)"
640,892-00017,892-00001,17,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796461, -122.394634)"
641,892-00016,892-00001,16,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796468, -122.394642)"
642,892-00015,892-00001,15,Black,MS,N,N,PORT,OFF,892,PortMC2, ,0,EMBARCADERO NORTH,12553201,"(37.796476, -122.394648)"
643,324-05071,324-05070,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,507,BATTERY ST,2760000,"(37.79613, -122.400627)"
644,209-04680,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,468,09TH ST,458000,"(37.771361, -122.408758)"
645,562-03221,562-03220,1,Black,MS,N,N,SFMTA,ON,0,MC1, ,322,MASON ST,8803000,"(37.786839, -122.409744)"
646,420-02350,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Downtown,235,FREMONT ST,5863000,"(37.788662, -122.394285)"
647,224-31650,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3165,24TH ST,1341000,"(37.752342, -122.415704)"
648,224-31670,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3167,24TH ST,1341000,"(37.752336, -122.415795)"
649,224-31690,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3169,24TH ST,1341000,"(37.752335, -122.41581)"
650,700-05550,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Mission,555,VALENCIA ST,13060000,"(37.763601, -122.421652)"
651,444-00081,444-00080,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,8,GRANT AVE,6381000,"(37.78713, -122.404847)"
652,324-11065,324-11060,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1106,BATTERY ST,2767000,"(37.801643, -122.401587)"
653,324-11064,324-11060,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1106,BATTERY ST,2767000,"(37.801633, -122.401585)"
654,324-11063,324-11060,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,1106,BATTERY ST,2767000,"(37.801623, -122.401583)"
655,324-11062,324-11060,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,1106,BATTERY ST,2767000,"(37.801611, -122.401581)"
656,563-03160,563-03002,16,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,316,MCALLISTER ST,8893000,"(37.780513, -122.417488)"
657,440-28010,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,2801,GEARY BLVD,6047102,"(37.782098, -122.449151)"
658,440-28050,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,2805,GEARY BLVD,6047102,"(37.782095, -122.449176)"
659,462-14250,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1425,HAIGHT ST,6618000,"(37.770042, -122.446175)"
660,563-01011,563-01010,1,Black,MS,N,N,SFMTA,ON,0,MC2, ,101,MCALLISTER ST,8890000,"(37.78085, -122.413797)"
661,336-07261,336-07260,1,Black,MS,N,N,SFMTA,ON,0,MC1, ,726,BUSH ST,3437000,"(37.790117, -122.40964)"
662,324-10288,324-10280,8,Black,MS,N,N,SFMTA,ON,0,MC3, ,1028,BATTERY ST,2766000,"(37.801301, -122.401517)"
663,324-10287,324-10280,7,Black,MS,N,N,SFMTA,ON,0,MC3, ,1028,BATTERY ST,2766000,"(37.801292, -122.401516)"
664,324-10286,324-10280,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,1028,BATTERY ST,2766000,"(37.801285, -122.401515)"
665,324-10285,324-10280,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1028,BATTERY ST,2766000,"(37.801276, -122.401513)"
666,324-10284,324-10280,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1028,BATTERY ST,2766000,"(37.801268, -122.401511)"
667,324-10283,324-10280,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,1028,BATTERY ST,2766000,"(37.80126, -122.401509)"
668,324-10282,324-10280,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,1028,BATTERY ST,2766000,"(37.801249, -122.401507)"
669,324-10266,324-10260,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,1026,BATTERY ST,2766000,"(37.80123, -122.401503)"
670,324-10265,324-10260,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1026,BATTERY ST,2766000,"(37.801218, -122.401501)"
671,324-10264,324-10260,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1026,BATTERY ST,2766000,"(37.801208, -122.401499)"
672,324-10263,324-10260,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,1026,BATTERY ST,2766000,"(37.801199, -122.401497)"
673,324-10262,324-10260,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,1026,BATTERY ST,2766000,"(37.801186, -122.401495)"
674,324-10026,324-10020,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,1002,BATTERY ST,2765000,"(37.800609, -122.401378)"
675,324-10025,324-10020,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1002,BATTERY ST,2765000,"(37.800599, -122.401376)"
676,324-10024,324-10020,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1002,BATTERY ST,2765000,"(37.80059, -122.401374)"
677,525-00612,525-00600,12,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,61,KAPLAN LN,7741000,"(37.784883, -122.39901)"
678,525-00200,525-00200,10,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,21,KAPLAN LN,7741000,"(37.784986, -122.399229)"
679,525-00401,525-00400,1,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,40,KAPLAN LN,7741000,"(37.784979, -122.399222)"
680,525-00402,525-00400,2,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,40,KAPLAN LN,7741000,"(37.784971, -122.399211)"
681,650-36160,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3616,SACRAMENTO ST,11268000,"(37.787534, -122.452537)"
682,658-00021,658-00020,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,2,SPEAR ST,12044000,"(37.79363, -122.395556)"
683,328-01280,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Downtown,128,BEALE ST,2864000,"(37.790532, -122.395187)"
684,202-03320,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,332,02ND ST,139000,"(37.784779, -122.395899)"
685,684-01420,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,142,TOWNSEND ST,12657000,"(37.779904, -122.391574)"
686,444-00101,444-00100,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,10,GRANT AVE,6381000,"(37.787183, -122.404858)"
687,561-00191,561-00190,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,19,MAIN ST,8627000,"(37.792793, -122.395995)"
688,525-00403,525-00400,3,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,40,KAPLAN LN,7741000,"(37.784964, -122.399202)"
689,525-00404,525-00400,4,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,40,KAPLAN LN,7741000,"(37.784957, -122.399194)"
690,700-01513,700-01570,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,151,VALENCIA ST,13053000,"(37.770277, -122.422296)"
691,700-01517,700-01570,7,Black,MS,N,N,SFMTA,ON,0,MC3, ,151,VALENCIA ST,13053000,"(37.770236, -122.422292)"
692,700-01512,700-01570,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,151,VALENCIA ST,13053000,"(37.770287, -122.422297)"
693,700-01514,700-01570,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,151,VALENCIA ST,13053000,"(37.770267, -122.422295)"
694,700-01510,700-01570,10,Black,MS,N,N,SFMTA,ON,0,MC3, ,151,VALENCIA ST,13053000,"(37.770208, -122.422289)"
695,700-01518,700-01570,8,Black,MS,N,N,SFMTA,ON,0,MC3, ,151,VALENCIA ST,13053000,"(37.770227, -122.422291)"
696,386-02085,386-02080,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,208,DRUMM ST,4972000,"(37.795823, -122.396699)"
697,386-02088,386-02080,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,208,DRUMM ST,4972000,"(37.795851, -122.396705)"
698,386-02082,386-02080,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,208,DRUMM ST,4972000,"(37.795795, -122.396694)"
699,386-02064,386-02060,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,DRUMM ST,4972000,"(37.795735, -122.396681)"
700,386-02063,386-02060,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,DRUMM ST,4972000,"(37.795724, -122.396679)"
701,619-00350,619-00003,35,Black,MS,Y,N,SFMTA,ON,0,MC3, ,35,PETER YORKE WAY,10384000,"(37.785658, -122.424093)"
702,619-00310,619-00003,31,Black,MS,Y,N,SFMTA,ON,0,MC3, ,31,PETER YORKE WAY,10384000,"(37.785673, -122.424075)"
703,619-00290,619-00003,29,Black,MS,Y,N,SFMTA,ON,0,MC3, ,29,PETER YORKE WAY,10384000,"(37.785679, -122.424067)"
704,619-00270,619-00003,27,Black,MS,Y,N,SFMTA,ON,0,MC3, ,27,PETER YORKE WAY,10384000,"(37.785685, -122.42406)"
705,684-04748,684-04740,8,Black,MS,Y,N,SFMTA,ON,0,MC3, ,498,TOWNSEND ST,12664000,"(37.77375, -122.399422)"
706,700-01664,700-01660,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,166,VALENCIA ST,13053000,"(37.770003, -122.422486)"
707,700-01663,700-01660,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,166,VALENCIA ST,13053000,"(37.770014, -122.422487)"
708,700-01662,700-01660,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,166,VALENCIA ST,13053000,"(37.770023, -122.422488)"
709,568-16600,568-16600,10,Black,MS,N,N,SFMTA,ON,0,MC3, ,1660,MISSION ST,9110000,"(37.771336, -122.419612)"
710,568-16609,568-16600,9,Black,MS,N,N,SFMTA,ON,0,MC3, ,1660,MISSION ST,9110000,"(37.771344, -122.419609)"
711,568-16608,568-16600,8,Black,MS,N,N,SFMTA,ON,0,MC3, ,1660,MISSION ST,9110000,"(37.771353, -122.419605)"
712,568-16607,568-16600,7,Black,MS,N,N,SFMTA,ON,0,MC3, ,1660,MISSION ST,9110000,"(37.771363, -122.419601)"
713,568-16606,568-16600,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,1660,MISSION ST,9110000,"(37.771372, -122.419597)"
714,568-16605,568-16600,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1660,MISSION ST,9110000,"(37.771382, -122.419593)"
715,568-16604,568-16600,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1660,MISSION ST,9110000,"(37.771393, -122.419588)"
716,568-16603,568-16600,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,1660,MISSION ST,9110000,"(37.771401, -122.419585)"
717,568-16602,568-16600,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,1660,MISSION ST,9110000,"(37.771411, -122.419581)"
718,411-00480,411-00006,48,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,48,FELL ST,5439000,"(37.776515, -122.418882)"
719,411-00460,411-00006,46,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,46,FELL ST,5439000,"(37.776517, -122.418867)"
720,411-00440,411-00006,44,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,44,FELL ST,5439000,"(37.776519, -122.418854)"
721,411-00400,411-00004,40,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,40,FELL ST,5439000,"(37.776522, -122.418831)"
722,411-00380,411-00004,38,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,38,FELL ST,5439000,"(37.776524, -122.418818)"
723,411-00360,411-00004,36,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,36,FELL ST,5439000,"(37.776525, -122.418807)"
724,411-00340,411-00004,34,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,34,FELL ST,5439000,"(37.776526, -122.418796)"
725,411-00320,411-00004,32,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,32,FELL ST,5439000,"(37.776528, -122.418783)"
726,847-05060,-,0,Black,SS,Y,N,PORT,ON,0,PortMC1, ,506,JEFFERSON ST,7460000,"(37.807634, -122.420917)"
727,720-05255,720-05250,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,525,WASHINGTON ST,13409000,"(37.795532, -122.402727)"
728,720-05254,720-05250,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,525,WASHINGTON ST,13408000,"(37.795534, -122.402711)"
729,386-02111,386-02110,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,211,DRUMM ST,4972000,"(37.795802, -122.396947)"
730,420-02330,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Downtown,233,FREMONT ST,5863000,"(37.788676, -122.394303)"
731,470-06241,470-06240,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,624,HOWARD ST,7035000,"(37.786458, -122.398796)"
732,582-01141,582-01140,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,NEW MONTGOMERY ST,9544000,"(37.787047, -122.400113)"
733,203-06050,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,605,03RD ST,179000,"(37.780044, -122.394092)"
734,440-22180,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,2218,GEARY BLVD,6044201,"(37.783381, -122.44003)"
735,691-18010,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1801,UNION ST,12867000,"(37.797847, -122.429038)"
736,324-10023,324-10020,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,1002,BATTERY ST,2765000,"(37.800581, -122.401372)"
737,324-10022,324-10020,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,1002,BATTERY ST,2765000,"(37.800569, -122.40137)"
738,413-07057,413-07050,7,Black,MS,N,N,SFMTA,ON,0,MC3, ,705,FILBERT ST,5504000,"(37.801096, -122.411108)"
739,413-07056,413-07050,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,705,FILBERT ST,5504000,"(37.801098, -122.411094)"
740,658-00105,658-00100,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,10,SPEAR ST,12044000,"(37.793566, -122.395476)"
741,350-32300,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3230,CALIFORNIA ST,3566000,"(37.787169, -122.448166)"
742,563-03100,563-03002,10,Black,MS,Y,N,SFMTA,ON,0,MC5,Civic Center,310,MCALLISTER ST,8893000,"(37.780517, -122.417454)"
743,324-05093,324-05090,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,509,BATTERY ST,2760000,"(37.796201, -122.400641)"
744,324-05092,324-05090,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,509,BATTERY ST,2760000,"(37.796188, -122.400638)"
745,658-00485,658-00480,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,48,SPEAR ST,12044000,"(37.793061, -122.394842)"
746,658-00484,658-00480,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,48,SPEAR ST,12044000,"(37.793067, -122.394849)"
747,658-00483,658-00480,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,48,SPEAR ST,12044000,"(37.793073, -122.394857)"
748,658-00482,658-00480,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,48,SPEAR ST,12044000,"(37.79308, -122.394866)"
749,658-00428,658-00420,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,42,SPEAR ST,12044000,"(37.793119, -122.394916)"
750,658-00427,658-00420,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,42,SPEAR ST,12044000,"(37.793126, -122.394924)"
751,658-00426,658-00420,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,42,SPEAR ST,12044000,"(37.793133, -122.394932)"
752,658-00425,658-00420,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,42,SPEAR ST,12044000,"(37.79314, -122.394941)"
753,658-00424,658-00420,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,42,SPEAR ST,12044000,"(37.793146, -122.394949)"
754,658-00423,658-00420,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,42,SPEAR ST,12044000,"(37.793152, -122.394956)"
755,658-00422,658-00420,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,42,SPEAR ST,12044000,"(37.79316, -122.394966)"
756,658-00369,658-00360,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,36,SPEAR ST,12044000,"(37.793174, -122.394984)"
757,658-00368,658-00360,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,36,SPEAR ST,12044000,"(37.79318, -122.394991)"
758,658-00367,658-00360,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,36,SPEAR ST,12044000,"(37.793186, -122.394999)"
759,445-06076,445-06070,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,GREEN ST,6454000,"(37.799401, -122.409454)"
760,445-06075,445-06070,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,GREEN ST,6454000,"(37.799403, -122.409438)"
761,445-06074,445-06070,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,GREEN ST,6454000,"(37.799412, -122.409372)"
762,445-06073,445-06070,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,GREEN ST,6454000,"(37.799413, -122.40936)"
763,445-06072,445-06070,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,GREEN ST,6454000,"(37.799415, -122.409349)"
764,720-03357,720-03350,7,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,335,WASHINGTON ST,13405000,"(37.795883, -122.400028)"
765,462-14210,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1421,HAIGHT ST,6618000,"(37.770045, -122.44615)"
766,600-03165,600-03160,5,Black,MS,N,N,SFMTA,ON,0,MC2, ,316,PACIFIC AVE,10119000,"(37.797621, -122.401488)"
767,600-03164,600-03160,4,Black,MS,N,N,SFMTA,ON,0,MC2, ,316,PACIFIC AVE,10119000,"(37.797623, -122.401475)"
768,600-03163,600-03160,3,Black,MS,N,N,SFMTA,ON,0,MC2, ,316,PACIFIC AVE,10119000,"(37.797624, -122.401463)"
769,600-03162,600-03160,2,Black,MS,N,N,SFMTA,ON,0,MC2, ,316,PACIFIC AVE,10119000,"(37.797626, -122.401449)"
770,324-05095,324-05090,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,509,BATTERY ST,2760000,"(37.796224, -122.400646)"
771,324-05094,324-05090,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,509,BATTERY ST,2760000,"(37.796213, -122.400643)"
772,580-01211,580-01210,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,121,NATOMA ST,9508000,"(37.786725, -122.399335)"
773,331-09031,331-09030,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,903,BRYANT ST,3293000,"(37.774071, -122.404852)"
774,658-00366,658-00360,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,36,SPEAR ST,12044000,"(37.793193, -122.395007)"
775,658-00365,658-00360,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,36,SPEAR ST,12044000,"(37.793199, -122.395015)"
776,658-00364,658-00360,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,36,SPEAR ST,12044000,"(37.793206, -122.395024)"
777,658-00363,658-00360,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,36,SPEAR ST,12044000,"(37.793213, -122.395033)"
778,658-00362,658-00360,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,36,SPEAR ST,12044000,"(37.79322, -122.395042)"
779,658-00309,658-00300,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,30,SPEAR ST,12044000,"(37.793234, -122.395059)"
780,658-00308,658-00300,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,30,SPEAR ST,12044000,"(37.793241, -122.395068)"
781,658-00307,658-00300,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,30,SPEAR ST,12044000,"(37.793248, -122.395077)"
782,658-00306,658-00300,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,30,SPEAR ST,12044000,"(37.793255, -122.395085)"
783,658-00305,658-00300,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,30,SPEAR ST,12044000,"(37.793262, -122.395094)"
784,658-00304,658-00300,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,30,SPEAR ST,12044000,"(37.79327, -122.395104)"
785,658-00303,658-00300,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,30,SPEAR ST,12044000,"(37.793277, -122.395113)"
786,658-00302,658-00300,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,30,SPEAR ST,12044000,"(37.793283, -122.395121)"
787,658-00245,658-00240,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,24,SPEAR ST,12044000,"(37.793325, -122.395173)"
788,658-00244,658-00240,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,24,SPEAR ST,12044000,"(37.793331, -122.395181)"
789,658-00243,658-00240,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,24,SPEAR ST,12044000,"(37.793338, -122.395189)"
790,658-00242,658-00240,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,24,SPEAR ST,12044000,"(37.793344, -122.395197)"
791,658-00249,658-00240,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,24,SPEAR ST,12044000,"(37.793297, -122.395138)"
792,658-00247,658-00240,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,24,SPEAR ST,12044000,"(37.79331, -122.395155)"
793,658-00248,658-00240,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,24,SPEAR ST,12044000,"(37.793303, -122.395146)"
794,658-00246,658-00240,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,24,SPEAR ST,12044000,"(37.793316, -122.395162)"
795,658-00026,658-00020,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,2,SPEAR ST,12044000,"(37.793599, -122.395517)"
796,658-00025,658-00020,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,2,SPEAR ST,12044000,"(37.793604, -122.395524)"
797,658-00024,658-00020,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,2,SPEAR ST,12044000,"(37.793611, -122.395531)"
798,658-00023,658-00020,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,2,SPEAR ST,12044000,"(37.793618, -122.395541)"
799,658-00022,658-00020,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,2,SPEAR ST,12044000,"(37.793624, -122.395548)"
800,651-00119,651-00110,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,11,SANSOME ST,11542000,"(37.790888, -122.400766)"
801,651-00118,651-00110,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,11,SANSOME ST,11542000,"(37.790878, -122.400764)"
802,651-00117,651-00110,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,11,SANSOME ST,11542000,"(37.790868, -122.400762)"
803,651-00116,651-00110,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,11,SANSOME ST,11542000,"(37.790856, -122.40076)"
804,651-00115,651-00110,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,11,SANSOME ST,11542000,"(37.790845, -122.400757)"
805,561-02128,561-02120,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,212,MAIN ST,8629000,"(37.790104, -122.392886)"
806,561-02127,561-02120,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,212,MAIN ST,8629000,"(37.790112, -122.392896)"
807,561-02126,561-02120,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,212,MAIN ST,8629000,"(37.790119, -122.392905)"
808,561-02125,561-02120,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,212,MAIN ST,8629000,"(37.790126, -122.392914)"
